Domain Code,Domain,Area Code,Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7005","May","1996","1996","°C","0.9","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7005","May","1997","1997","°C","0.211","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7005","May","1998","1998","°C","1.108","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7005","May","1999","1999","°C","1.484","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7005","May","2000","2000","°C","2.761","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7005","May","2001","2001","°C","2.416","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7005","May","2002","2002","°C","1.218","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7005","May","2003","2003","°C","-0.027","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7005","May","2004","2004","°C","0.866","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7005","May","2005","2005","°C","0.378","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7005","May","2006","2006","°C","2.349","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7005","May","2007","2007","°C","1.79","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7005","May","2008","2008","°C","2.157","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7005","May","2009","2009","°C","1.931","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7005","May","2010","2010","°C","1.646","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7005","May","2011","2011","°C","2.333","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7005","May","2012","2012","°C","2.625","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7005","May","2013","2013","°C","0.873","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7005","May","2014","2014","°C","2.086","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7005","May","2015","2015","°C","2.654","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7005","May","2016","2016","°C","2.729","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7005","May","2017","2017","°C","2.796","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7005","May","2018","2018","°C","0.957","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7005","May","2019","2019","°C","1.794","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1961","1961","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1962","1962","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1963","1963","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1964","1964","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1965","1965","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1966","1966","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1967","1967","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1968","1968","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1969","1969","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1970","1970","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1971","1971","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1972","1972","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1973","1973","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1974","1974","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1975","1975","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1976","1976","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1977","1977","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1978","1978","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1979","1979","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1980","1980","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1981","1981","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1982","1982","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1983","1983","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1984","1984","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1985","1985","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1986","1986","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1987","1987","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1988","1988","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1989","1989","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1990","1990","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1991","1991","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1992","1992","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1993","1993","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1994","1994","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1995","1995","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1996","1996","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1997","1997","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1998","1998","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","1999","1999","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","2000","2000","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","2001","2001","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","2002","2002","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","2003","2003","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","2004","2004","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","2005","2005","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","2006","2006","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","2007","2007","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","2008","2008","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","2009","2009","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","2010","2010","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","2011","2011","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","2012","2012","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","2013","2013","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","2014","2014","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","2015","2015","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","2016","2016","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","2017","2017","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","2018","2018","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7005","May","2019","2019","°C","0.839","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1961","1961","°C","0.189","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1962","1962","°C","-0.348","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1963","1963","°C","0.149","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1964","1964","°C","0.371","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1965","1965","°C","-0.012","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1966","1966","°C","0.855","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1967","1967","°C","-1.479","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1968","1968","°C","-1.007","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1969","1969","°C","-0.012","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1970","1970","°C","0.558","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1971","1971","°C","-0.007","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1972","1972","°C","-0.028","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1973","1973","°C","0.401","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1974","1974","°C","0.309","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1975","1975","°C","0.569","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1976","1976","°C","-0.229","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1977","1977","°C","1.374","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1978","1978","°C","-0.315","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1979","1979","°C","0.103","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1980","1980","°C","0.848","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1981","1981","°C","-0.462","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1982","1982","°C","0.243","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1983","1983","°C","0.768","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1984","1984","°C","0.155","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1985","1985","°C","0.917","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1986","1986","°C","0.034","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1987","1987","°C","0.6","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1988","1988","°C","0.767","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1989","1989","°C","1.009","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1990","1990","°C","1.031","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1991","1991","°C","0.352","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1992","1992","°C","-0.155","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1993","1993","°C","-0.02","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1994","1994","°C","0.515","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1995","1995","°C","0.128","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1996","1996","°C","0.579","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1997","1997","°C","1.028","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1998","1998","°C","1.693","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","1999","1999","°C","1.919","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","2000","2000","°C","0.842","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","2001","2001","°C","1.673","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","2002","2002","°C","1.42","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","2003","2003","°C","0.789","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","2004","2004","°C","1.071","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","2005","2005","°C","0.973","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","2006","2006","°C","2.172","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","2007","2007","°C","1.824","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","2008","2008","°C","2.12","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","2009","2009","°C","0.274","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","2010","2010","°C","2.338","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","2011","2011","°C","2.61","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","2012","2012","°C","1.39","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","2013","2013","°C","1.938","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","2014","2014","°C","2.137","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","2015","2015","°C","2.676","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","2016","2016","°C","1.463","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","2017","2017","°C","2.382","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","2018","2018","°C","2.226","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7006","June","2019","2019","°C","2.604","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1961","1961","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1962","1962","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1963","1963","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1964","1964","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1965","1965","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1966","1966","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1967","1967","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1968","1968","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1969","1969","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1970","1970","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1971","1971","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1972","1972","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1973","1973","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1974","1974","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1975","1975","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1976","1976","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1977","1977","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1978","1978","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1979","1979","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1980","1980","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1981","1981","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1982","1982","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1983","1983","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1984","1984","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1985","1985","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1986","1986","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1987","1987","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1988","1988","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1989","1989","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1990","1990","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1991","1991","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1992","1992","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1993","1993","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1994","1994","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1995","1995","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1996","1996","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1997","1997","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1998","1998","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","1999","1999","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","2000","2000","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","2001","2001","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","2002","2002","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","2003","2003","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","2004","2004","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","2005","2005","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","2006","2006","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","2007","2007","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","2008","2008","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","2009","2009","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","2010","2010","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","2011","2011","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","2012","2012","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","2013","2013","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","2014","2014","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","2015","2015","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","2016","2016","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","2017","2017","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","2018","2018","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7006","June","2019","2019","°C","0.605","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1961","1961","°C","0.47","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1962","1962","°C","0.336","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1963","1963","°C","0.363","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1964","1964","°C","0.261","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1965","1965","°C","-0.078","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1966","1966","°C","-0.181","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1967","1967","°C","-0.021","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1968","1968","°C","-0.702","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1969","1969","°C","-0.648","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1970","1970","°C","-0.043","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1971","1971","°C","0.09","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7007","July","1972","1972","°C","-0.152","Fc","Calculated data"
