Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5059","Manure Management","2002","2002","gigagrams","1509.09","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5059","Manure Management","2002","2002","gigagrams","959.5228","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7243","Emissions (CO2eq) from N2O","5059","Manure Management","2002","2002","gigagrams","549.5672","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7230","Emissions (N2O)","5059","Manure Management","2002","2002","gigagrams","1.7728","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5059","Manure Management","2003","2003","gigagrams","47.0823","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5059","Manure Management","2003","2003","gigagrams","1569.6738","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5059","Manure Management","2003","2003","gigagrams","988.7291","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7243","Emissions (CO2eq) from N2O","5059","Manure Management","2003","2003","gigagrams","580.9446","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7230","Emissions (N2O)","5059","Manure Management","2003","2003","gigagrams","1.874","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5059","Manure Management","2004","2004","gigagrams","51.2519","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5059","Manure Management","2004","2004","gigagrams","1746.0378","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5059","Manure Management","2004","2004","gigagrams","1076.2893","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7243","Emissions (CO2eq) from N2O","5059","Manure Management","2004","2004","gigagrams","669.7485","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7230","Emissions (N2O)","5059","Manure Management","2004","2004","gigagrams","2.1605","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5059","Manure Management","2005","2005","gigagrams","52.5023","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5059","Manure Management","2005","2005","gigagrams","1789.1985","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5059","Manure Management","2005","2005","gigagrams","1102.5475","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7243","Emissions (CO2eq) from N2O","5059","Manure Management","2005","2005","gigagrams","686.6511","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7230","Emissions (N2O)","5059","Manure Management","2005","2005","gigagrams","2.215","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5059","Manure Management","2006","2006","gigagrams","53.1864","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5059","Manure Management","2006","2006","gigagrams","1812.8979","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5059","Manure Management","2006","2006","gigagrams","1116.9144","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7243","Emissions (CO2eq) from N2O","5059","Manure Management","2006","2006","gigagrams","695.9835","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7230","Emissions (N2O)","5059","Manure Management","2006","2006","gigagrams","2.2451","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5059","Manure Management","2007","2007","gigagrams","53.7182","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5059","Manure Management","2007","2007","gigagrams","1829.7668","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5059","Manure Management","2007","2007","gigagrams","1128.0826","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7243","Emissions (CO2eq) from N2O","5059","Manure Management","2007","2007","gigagrams","701.6842","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7230","Emissions (N2O)","5059","Manure Management","2007","2007","gigagrams","2.2635","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5059","Manure Management","2008","2008","gigagrams","50.0773","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5059","Manure Management","2008","2008","gigagrams","1760.5279","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5059","Manure Management","2008","2008","gigagrams","1051.6225","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7243","Emissions (CO2eq) from N2O","5059","Manure Management","2008","2008","gigagrams","708.9054","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7230","Emissions (N2O)","5059","Manure Management","2008","2008","gigagrams","2.2868","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5059","Manure Management","2009","2009","gigagrams","54.6494","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5059","Manure Management","2009","2009","gigagrams","1921.0906","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5059","Manure Management","2009","2009","gigagrams","1147.638","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7243","Emissions (CO2eq) from N2O","5059","Manure Management","2009","2009","gigagrams","773.4525","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7230","Emissions (N2O)","5059","Manure Management","2009","2009","gigagrams","2.495","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5059","Manure Management","2010","2010","gigagrams","55.1153","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5059","Manure Management","2010","2010","gigagrams","1932.2483","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5059","Manure Management","2010","2010","gigagrams","1157.4213","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7243","Emissions (CO2eq) from N2O","5059","Manure Management","2010","2010","gigagrams","774.827","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7230","Emissions (N2O)","5059","Manure Management","2010","2010","gigagrams","2.4994","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5059","Manure Management","2011","2011","gigagrams","53.6179","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5059","Manure Management","2011","2011","gigagrams","1907.6714","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5059","Manure Management","2011","2011","gigagrams","1125.9766","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7243","Emissions (CO2eq) from N2O","5059","Manure Management","2011","2011","gigagrams","781.6949","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7230","Emissions (N2O)","5059","Manure Management","2011","2011","gigagrams","2.5216","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5059","Manure Management","2012","2012","gigagrams","54.2476","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5059","Manure Management","2012","2012","gigagrams","1931.687","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5059","Manure Management","2012","2012","gigagrams","1139.2001","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7243","Emissions (CO2eq) from N2O","5059","Manure Management","2012","2012","gigagrams","792.4869","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7230","Emissions (N2O)","5059","Manure Management","2012","2012","gigagrams","2.5564","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5059","Manure Management","2013","2013","gigagrams","54.1688","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5059","Manure Management","2013","2013","gigagrams","1927.5645","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5059","Manure Management","2013","2013","gigagrams","1137.5448","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7243","Emissions (CO2eq) from N2O","5059","Manure Management","2013","2013","gigagrams","790.0197","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7230","Emissions (N2O)","5059","Manure Management","2013","2013","gigagrams","2.5485","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5059","Manure Management","2014","2014","gigagrams","44.0365","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5059","Manure Management","2014","2014","gigagrams","1618.776","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5059","Manure Management","2014","2014","gigagrams","924.7671","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7243","Emissions (CO2eq) from N2O","5059","Manure Management","2014","2014","gigagrams","694.0088","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7230","Emissions (N2O)","5059","Manure Management","2014","2014","gigagrams","2.2387","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5059","Manure Management","2015","2015","gigagrams","44.9512","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5059","Manure Management","2015","2015","gigagrams","1697.5727","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5059","Manure Management","2015","2015","gigagrams","943.9745","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7243","Emissions (CO2eq) from N2O","5059","Manure Management","2015","2015","gigagrams","753.5982","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7230","Emissions (N2O)","5059","Manure Management","2015","2015","gigagrams","2.431","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5059","Manure Management","2016","2016","gigagrams","47.4776","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5059","Manure Management","2016","2016","gigagrams","1789.2903","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5059","Manure Management","2016","2016","gigagrams","997.03","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7243","Emissions (CO2eq) from N2O","5059","Manure Management","2016","2016","gigagrams","792.2603","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7230","Emissions (N2O)","5059","Manure Management","2016","2016","gigagrams","2.5557","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5059","Manure Management","2017","2017","gigagrams","47.0501","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5059","Manure Management","2017","2017","gigagrams","1766.8666","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5059","Manure Management","2017","2017","gigagrams","988.0514","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7243","Emissions (CO2eq) from N2O","5059","Manure Management","2017","2017","gigagrams","778.8152","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7230","Emissions (N2O)","5059","Manure Management","2017","2017","gigagrams","2.5123","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5060","Rice Cultivation","1961","1961","gigagrams","61.544","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5060","Rice Cultivation","1961","1961","gigagrams","1292.424","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5060","Rice Cultivation","1961","1961","gigagrams","1292.424","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5060","Rice Cultivation","1962","1962","gigagrams","65.94","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5060","Rice Cultivation","1962","1962","gigagrams","1384.74","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5060","Rice Cultivation","1962","1962","gigagrams","1384.74","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5060","Rice Cultivation","1963","1963","gigagrams","65.94","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5060","Rice Cultivation","1963","1963","gigagrams","1384.74","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5060","Rice Cultivation","1963","1963","gigagrams","1384.74","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5060","Rice Cultivation","1964","1964","gigagrams","70.7756","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5060","Rice Cultivation","1964","1964","gigagrams","1486.2876","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5060","Rice Cultivation","1964","1964","gigagrams","1486.2876","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5060","Rice Cultivation","1965","1965","gigagrams","79.128","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5060","Rice Cultivation","1965","1965","gigagrams","1661.688","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5060","Rice Cultivation","1965","1965","gigagrams","1661.688","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5060","Rice Cultivation","1966","1966","gigagrams","94.2942","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5060","Rice Cultivation","1966","1966","gigagrams","1980.1782","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5060","Rice Cultivation","1966","1966","gigagrams","1980.1782","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5060","Rice Cultivation","1967","1967","gigagrams","75.3914","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5060","Rice Cultivation","1967","1967","gigagrams","1583.2194","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5060","Rice Cultivation","1967","1967","gigagrams","1583.2194","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5060","Rice Cultivation","1968","1968","gigagrams","78.6884","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5060","Rice Cultivation","1968","1968","gigagrams","1652.4564","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5060","Rice Cultivation","1968","1968","gigagrams","1652.4564","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5060","Rice Cultivation","1969","1969","gigagrams","80.0072","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5060","Rice Cultivation","1969","1969","gigagrams","1680.1512","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5060","Rice Cultivation","1969","1969","gigagrams","1680.1512","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5060","Rice Cultivation","1970","1970","gigagrams","83.0844","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5060","Rice Cultivation","1970","1970","gigagrams","1744.7724","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5060","Rice Cultivation","1970","1970","gigagrams","1744.7724","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5060","Rice Cultivation","1971","1971","gigagrams","75.6112","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5060","Rice Cultivation","1971","1971","gigagrams","1587.8352","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5060","Rice Cultivation","1971","1971","gigagrams","1587.8352","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5060","Rice Cultivation","1972","1972","gigagrams","82.8646","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5060","Rice Cultivation","1972","1972","gigagrams","1740.1566","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5060","Rice Cultivation","1972","1972","gigagrams","1740.1566","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5060","Rice Cultivation","1973","1973","gigagrams","95.3932","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5060","Rice Cultivation","1973","1973","gigagrams","2003.2572","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5060","Rice Cultivation","1973","1973","gigagrams","2003.2572","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5060","Rice Cultivation","1974","1974","gigagrams","95.8328","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5060","Rice Cultivation","1974","1974","gigagrams","2012.4888","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5060","Rice Cultivation","1974","1974","gigagrams","2012.4888","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5060","Rice Cultivation","1975","1975","gigagrams","101.3278","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5060","Rice Cultivation","1975","1975","gigagrams","2127.8838","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5060","Rice Cultivation","1975","1975","gigagrams","2127.8838","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5060","Rice Cultivation","1976","1976","gigagrams","90.8543","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5060","Rice Cultivation","1976","1976","gigagrams","1907.9409","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5060","Rice Cultivation","1976","1976","gigagrams","1907.9409","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5060","Rice Cultivation","1977","1977","gigagrams","88.753","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5060","Rice Cultivation","1977","1977","gigagrams","1863.8139","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5060","Rice Cultivation","1977","1977","gigagrams","1863.8139","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5060","Rice Cultivation","1978","1978","gigagrams","84.8868","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5060","Rice Cultivation","1978","1978","gigagrams","1782.622","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5060","Rice Cultivation","1978","1978","gigagrams","1782.622","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5060","Rice Cultivation","1979","1979","gigagrams","83.8304","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5060","Rice Cultivation","1979","1979","gigagrams","1760.4384","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5060","Rice Cultivation","1979","1979","gigagrams","1760.4384","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5060","Rice Cultivation","1980","1980","gigagrams","101.5872","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5060","Rice Cultivation","1980","1980","gigagrams","2133.3304","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5060","Rice Cultivation","1980","1980","gigagrams","2133.3304","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5060","Rice Cultivation","1981","1981","gigagrams","100.9119","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5060","Rice Cultivation","1981","1981","gigagrams","2119.1507","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5060","Rice Cultivation","1981","1981","gigagrams","2119.1507","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5060","Rice Cultivation","1982","1982","gigagrams","106.1946","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5060","Rice Cultivation","1982","1982","gigagrams","2230.0868","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5060","Rice Cultivation","1982","1982","gigagrams","2230.0868","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5060","Rice Cultivation","1983","1983","gigagrams","94.3933","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5060","Rice Cultivation","1983","1983","gigagrams","1982.2599","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5060","Rice Cultivation","1983","1983","gigagrams","1982.2599","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7225","Emissions (CH4)","5060","Rice Cultivation","1984","1984","gigagrams","97.0529","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7231","Emissions (CO2eq)","5060","Rice Cultivation","1984","1984","gigagrams","2038.1111","Fc","Calculated data",""
"GT","Agriculture Total","102","Iran (Islamic Republic of)","7244","Emissions (CO2eq) from CH4","5060","Rice Cultivation","1984","1984","gigagrams","2038.1111","Fc","Calculated data",""
